title,userId,rating
Freedom Blueprint360,859,3.7
Freedom Blueprint360,3096,4.0
Freedom Blueprint360,2285,3.7
Freedom Blueprint360,2434,4.0
Freedom Blueprint360,4,3.6
Freedom Blueprint360,2095,4.0
Freedom Blueprint360,4398,3.9
Freedom Blueprint360,4762,4.3
Freedom Blueprint360,1101,3.6
Freedom Blueprint360,1644,4.3
Freedom Blueprint360,957,4.0
Freedom Blueprint360,1428,4.4
Freedom Blueprint360,2741,4.1
Freedom Blueprint360,717,4.2
Freedom Blueprint360,4037,4.5
Freedom Blueprint360,262,3.7
Freedom Blueprint360,4518,4.1
Freedom Blueprint360,2354,3.7
Freedom Blueprint360,1615,3.7
Freedom Blueprint360,4657,3.7
Freedom Blueprint360,4793,4.5
Freedom Blueprint360,682,3.6
Freedom Blueprint360,769,3.5
Freedom Blueprint360,4496,3.8
Freedom Blueprint360,4105,4.1
Freedom Blueprint360,4049,3.9
Freedom Blueprint360,4022,4.2
Freedom Blueprint360,3931,4.3
Freedom Blueprint360,4465,4.1
Freedom Blueprint360,2663,3.8
Freedom Blueprint360,3294,4.4
Freedom Blueprint360,2220,4.4
Freedom Blueprint360,1294,3.6
Freedom Blueprint360,4572,4.3
Freedom Blueprint360,3802,4.1
Freedom Blueprint360,383,4.4
Freedom Blueprint360,4550,3.6
Freedom Blueprint360,1092,3.8
Freedom Blueprint360,4469,4.4
Freedom Blueprint360,4188,4.3
Freedom Blueprint360,2801,4.4
Freedom Blueprint360,399,3.8
Freedom Blueprint360,510,4.1
Freedom Blueprint360,3372,4.4
Freedom Blueprint360,1116,4.2
Freedom Blueprint360,4868,4.4
Freedom Blueprint360,2817,3.7
Freedom Blueprint360,1788,4.5
Freedom Blueprint360,1301,3.8
Freedom Blueprint360,3881,3.9
Freedom Blueprint360,3632,4.2
Freedom Blueprint360,986,4.4
Freedom Blueprint360,1287,3.9
Freedom Blueprint360,73,3.9
Freedom Blueprint360,4220,3.9
Freedom Blueprint360,3763,3.5
Freedom Blueprint360,3502,3.7
Freedom Blueprint360,3406,3.6
Freedom Blueprint360,2005,3.5
Freedom Blueprint360,4013,4.0
Freedom Blueprint360,1566,3.7
Freedom Blueprint360,3863,3.7
Freedom Blueprint360,1842,3.8
Freedom Blueprint360,3214,3.5
Freedom Blueprint360,1112,4.2
Freedom Blueprint360,4279,3.8
Freedom Blueprint360,3885,3.7
Freedom Blueprint360,4343,4.5
Freedom Blueprint360,2970,3.8
Freedom Blueprint360,1221,4.3
Freedom Blueprint360,4662,3.9
Freedom Blueprint360,790,3.8
Freedom Blueprint360,2826,4.2
Freedom Blueprint360,4009,4.4
Freedom Blueprint360,4536,4.3
Freedom Blueprint360,459,3.8
Freedom Blueprint360,3574,4.1
Freedom Blueprint360,3788,4.3
Freedom Blueprint360,2233,3.7
Freedom Blueprint360,2037,4.1
Freedom Blueprint360,3312,4.1
Freedom Blueprint360,2515,3.9
Freedom Blueprint360,2145,4.2
Freedom Blueprint360,4676,4.2
Freedom Blueprint360,3514,4.2
Freedom Blueprint360,716,3.8
Freedom Blueprint360,3862,3.7
Freedom Blueprint360,3172,3.7
Freedom Blueprint360,3597,3.7
Freedom Blueprint360,2996,3.5
Freedom Blueprint360,2117,3.8
Freedom Blueprint360,693,4.1
Freedom Blueprint360,826,4.3
Freedom Blueprint360,1065,4.0
Freedom Blueprint360,1357,4.2
Freedom Blueprint360,2195,4.2
Freedom Blueprint360,4011,4.4
Freedom Blueprint360,2630,3.6
Freedom Blueprint360,2672,4.1
Freedom Blueprint360,3344,4.4
Freedom Blueprint360,2275,4.5
Freedom Blueprint360,3645,4.0
Freedom Blueprint360,236,3.7
Freedom Blueprint360,4921,3.9
Freedom Blueprint360,4235,3.9
Freedom Blueprint360,4819,3.6
Freedom Blueprint360,4589,4.4
Freedom Blueprint360,482,3.9
Freedom Blueprint360,4708,4.2
Freedom Blueprint360,2017,4.4
Freedom Blueprint360,2202,4.0
Freedom Blueprint360,2169,3.8
Freedom Blueprint360,1736,4.4
Freedom Blueprint360,3157,4.4
Freedom Blueprint360,1542,4.1
Freedom Blueprint360,1655,4.5
Freedom Blueprint360,1133,3.6
Freedom Blueprint360,3956,4.5
Freedom Blueprint360,3324,4.4
Freedom Blueprint360,1106,3.7
Freedom Blueprint360,2732,4.4
Freedom Blueprint360,2596,4.4
Freedom Blueprint360,2879,4.1
Freedom Blueprint360,2006,4.4
Freedom Blueprint360,3092,3.9
Freedom Blueprint360,848,3.5
Freedom Blueprint360,318,4.3
Freedom Blueprint360,4060,3.6
Freedom Blueprint360,2904,3.9
Freedom Blueprint360,2292,3.9
Freedom Blueprint360,4299,3.6
Freedom Blueprint360,2381,3.6
Freedom Blueprint360,849,3.9
Freedom Blueprint360,2153,4.0
Freedom Blueprint360,2705,4.0
Freedom Blueprint360,2737,3.6
Freedom Blueprint360,1802,4.2
Freedom Blueprint360,323,4.4
Freedom Blueprint360,1226,4.2
Freedom Blueprint360,2696,3.6
Freedom Blueprint360,2098,3.7
Freedom Blueprint360,2199,4.3
Freedom Blueprint360,1418,3.7
Freedom Blueprint360,4705,3.7
Freedom Blueprint360,1906,3.9
Freedom Blueprint360,3896,4.4
Freedom Blueprint360,2060,3.7
Freedom Blueprint360,4828,3.9
Freedom Blueprint360,1786,3.7
Freedom Blueprint360,3396,3.6
Freedom Blueprint360,1862,3.8
Freedom Blueprint360,3409,4.2
Freedom Blueprint360,199,4.2
Freedom Blueprint360,494,4.4
Freedom Blueprint360,1375,3.9
Freedom Blueprint360,2129,4.3
Freedom Blueprint360,4274,4.3
Freedom Blueprint360,44,4.2
Freedom Blueprint360,1822,4.1
Freedom Blueprint360,3559,3.7
Freedom Blueprint360,1074,3.9
Freedom Blueprint360,68,4.2
Freedom Blueprint360,3346,3.6
Freedom Blueprint360,3495,3.9
Freedom Blueprint360,4969,3.6
Freedom Blueprint360,4836,3.6
Freedom Blueprint360,1919,3.8
Freedom Blueprint360,4673,3.6
Freedom Blueprint360,2545,3.7
Freedom Blueprint360,2631,4.2
Freedom Blueprint360,598,3.9
Freedom Blueprint360,1987,4.2
Freedom Blueprint360,4106,3.9
Freedom Blueprint360,1616,3.8
Freedom Blueprint360,154,3.8
Freedom Blueprint360,166,4.3
Freedom Blueprint360,19,3.6
Freedom Blueprint360,345,3.7
Freedom Blueprint360,4684,3.7
Freedom Blueprint360,4658,4.3
Freedom Blueprint360,4531,3.9
Freedom Blueprint360,4230,3.5
Freedom Blueprint360,4796,3.7
Freedom Blueprint360,983,4.1
Freedom Blueprint360,214,4.2
Freedom Blueprint360,2056,4.1
Freedom Blueprint360,2014,4.1
Freedom Blueprint360,4667,4.4
Freedom Blueprint360,1933,4.2
Freedom Blueprint360,3535,3.8
Freedom Blueprint360,3638,3.9
Freedom Blueprint360,740,4.4
Freedom Blueprint360,1079,4.3
Freedom Blueprint360,1872,4.1
Freedom Blueprint360,2299,4.4
Freedom Blueprint360,252,3.8
Freedom Blueprint360,2718,3.9
Freedom Blueprint360,3593,3.8
Freedom Blueprint360,4132,3.8
Freedom Blueprint360,1672,4.0
Freedom Blueprint360,3063,4.4
Freedom Blueprint360,4258,4.1
Freedom Blueprint360,841,4.4
Freedom Blueprint360,3796,4.2
Freedom Blueprint360,3083,4.1
Freedom Blueprint360,3647,3.9
Freedom Blueprint360,3945,4.4
Freedom Blueprint360,2228,4.1
Freedom Blueprint360,3551,3.7
Freedom Blueprint360,4317,3.6
Freedom Blueprint360,912,3.6
Freedom Blueprint360,1812,3.5
Freedom Blueprint360,644,3.6
Freedom Blueprint360,525,4.3
Freedom Blueprint360,2022,4.1
Freedom Blueprint360,226,4.0
Freedom Blueprint360,641,4.4
Freedom Blueprint360,4112,3.5
Freedom Blueprint360,242,4.2
Freedom Blueprint360,279,4.2
Freedom Blueprint360,1776,4.2
Freedom Blueprint360,4489,3.5
Freedom Blueprint360,3676,3.7
Freedom Blueprint360,1413,3.8
Freedom Blueprint360,2003,4.0
Freedom Blueprint360,4480,4.5
Freedom Blueprint360,3906,3.9
Freedom Blueprint360,3321,3.8
Freedom Blueprint360,1008,3.8
Freedom Blueprint360,506,4.2
Freedom Blueprint360,1897,4.4
Freedom Blueprint360,812,3.6
Freedom Blueprint360,1829,3.6
Freedom Blueprint360,4954,4.4
Freedom Blueprint360,4131,3.5
Freedom Blueprint360,2414,3.7
Freedom Blueprint360,4774,4.0
Freedom Blueprint360,3449,3.5
Freedom Blueprint360,4160,3.9
Freedom Blueprint360,260,3.8
Freedom Blueprint360,1856,3.9
Freedom Blueprint360,3767,3.7
Freedom Blueprint360,3531,3.6
Freedom Blueprint360,456,4.5
Freedom Blueprint360,966,4.0
Freedom Blueprint360,4280,3.9
Freedom Blueprint360,2895,3.8
Freedom Blueprint360,1634,4.1
Freedom Blueprint360,3553,3.7
Freedom Blueprint360,3155,4.1
Freedom Blueprint360,4919,3.7
Freedom Blueprint360,339,4.2
Freedom Blueprint360,1394,4.0
Freedom Blueprint360,4233,4.2
Freedom Blueprint360,1881,3.6
Freedom Blueprint360,4695,4.1
Freedom Blueprint360,971,3.7
Freedom Blueprint360,1626,4.0
Freedom Blueprint360,633,4.0
Freedom Blueprint360,575,3.8
Freedom Blueprint360,903,4.3
Freedom Blueprint360,1769,3.5
Freedom Blueprint360,4618,3.9
Freedom Blueprint360,3204,4.4
Freedom Blueprint360,2938,4.1
Freedom Blueprint360,3688,3.9
Freedom Blueprint360,1924,3.7
Freedom Blueprint360,4817,3.8
Freedom Blueprint360,570,4.1
Freedom Blueprint360,2382,4.3
Freedom Blueprint360,4388,4.1
Freedom Blueprint360,2992,4.1
Freedom Blueprint360,427,3.6
Freedom Blueprint360,4539,4.5
Freedom Blueprint360,4966,3.7
Freedom Blueprint360,2162,3.8
Freedom Blueprint360,1909,3.9
Freedom Blueprint360,979,4.4
Freedom Blueprint360,4226,3.7
Freedom Blueprint360,2610,4.3
Freedom Blueprint360,1500,3.8
Freedom Blueprint360,743,4.4
Freedom Blueprint360,2341,4.4
Freedom Blueprint360,2651,4.4
Freedom Blueprint360,1510,4.3
Freedom Blueprint360,1958,3.9
Freedom Blueprint360,1931,3.5
Freedom Blueprint360,2549,4.5
Freedom Blueprint360,4842,4.1
Freedom Blueprint360,1688,4.4
Freedom Blueprint360,914,4.0
Freedom Blueprint360,511,3.6
Freedom Blueprint360,18,4.1
Freedom Blueprint360,4497,4.2
Freedom Blueprint360,1758,3.8
Freedom Blueprint360,2152,4.3
Freedom Blueprint360,4054,4.1
Freedom Blueprint360,670,4.0
Freedom Blueprint360,3594,3.6
Freedom Blueprint360,3934,3.7
Freedom Blueprint360,3720,4.2
Freedom Blueprint360,4754,3.8
Freedom Blueprint360,2861,4.2
Freedom Blueprint360,3658,4.1
Freedom Blueprint360,1795,3.9
Freedom Blueprint360,1687,4.3
Freedom Blueprint360,3609,4.5
Freedom Blueprint360,2012,4.3
Freedom Blueprint360,367,3.9
Freedom Blueprint360,2518,3.8
Freedom Blueprint360,122,3.6
Freedom Blueprint360,2156,3.6
Freedom Blueprint360,890,4.1
Freedom Blueprint360,1295,4.0
Freedom Blueprint360,4246,3.9
Freedom Blueprint360,20,3.9
Freedom Blueprint360,2712,3.9
Freedom Blueprint360,3363,3.7
Freedom Blueprint360,2797,4.4
Freedom Blueprint360,1308,3.9
Freedom Blueprint360,2087,4.2
Freedom Blueprint360,4669,3.9
Freedom Blueprint360,3251,3.5
Freedom Blueprint360,1944,4.3
Freedom Blueprint360,3394,4.4
Freedom Blueprint360,4281,3.8
Freedom Blueprint360,520,3.6
Freedom Blueprint360,86,3.8
Freedom Blueprint360,3856,3.6
Freedom Blueprint360,337,4.3
Freedom Blueprint360,998,4.3
Freedom Blueprint360,2544,4.5
Freedom Blueprint360,1430,3.6
Freedom Blueprint360,292,3.6
Freedom Blueprint360,1398,3.9
Freedom Blueprint360,4408,4.3
Freedom Blueprint360,873,3.8
Freedom Blueprint360,3790,4.2
Freedom Blueprint360,4856,4.1
Freedom Blueprint360,1240,4.4
Freedom Blueprint360,3631,3.9
Freedom Blueprint360,3742,3.7
Freedom Blueprint360,2317,3.6
Freedom Blueprint360,2502,4.5
Freedom Blueprint360,1478,4.4
Freedom Blueprint360,4795,3.5
Freedom Blueprint360,4407,3.6
Freedom Blueprint360,2204,4.1
Freedom Blueprint360,1849,4.0
Freedom Blueprint360,3541,4.0
Freedom Blueprint360,2926,3.8
Freedom Blueprint360,711,4.4
Freedom Blueprint360,4462,3.6
Freedom Blueprint360,3656,3.5
Freedom Blueprint360,583,4.5
Freedom Blueprint360,505,3.5
Freedom Blueprint360,1546,4.4
Freedom Blueprint360,571,4.0
Freedom Blueprint360,4047,4.2
Freedom Blueprint360,194,4.2
Freedom Blueprint360,667,4.0
Freedom Blueprint360,2499,3.8
Freedom Blueprint360,2256,4.0
Freedom Blueprint360,1115,4.4
Freedom Blueprint360,4699,3.6
Freedom Blueprint360,2338,4.3
Freedom Blueprint360,3180,4.1
Freedom Blueprint360,1894,4.2
Freedom Blueprint360,1246,4.3
Freedom Blueprint360,4908,4.1
Freedom Blueprint360,3814,3.5
Freedom Blueprint360,4652,3.5
Freedom Blueprint360,3624,4.2
Freedom Blueprint360,1062,3.5
Freedom Blueprint360,2916,3.8
Freedom Blueprint360,93,4.2
Freedom Blueprint360,106,4.5
Freedom Blueprint360,3681,3.9
Freedom Blueprint360,4050,3.6
Freedom Blueprint360,4719,3.9
Freedom Blueprint360,4224,4.3
Freedom Blueprint360,945,3.9
Freedom Blueprint360,3545,3.7
Freedom Blueprint360,1791,3.7
Freedom Blueprint360,4721,4.4
Freedom Blueprint360,4312,4.3
Freedom Blueprint360,4066,4.1
Freedom Blueprint360,4470,4.2
Freedom Blueprint360,792,4.1
Freedom Blueprint360,1114,4.0
Freedom Blueprint360,4237,4.5
Freedom Blueprint360,1128,4.4
Freedom Blueprint360,1155,4.3
Freedom Blueprint360,613,4.0
Freedom Blueprint360,1515,3.8
Freedom Blueprint360,1369,3.7
Freedom Blueprint360,2759,4.0
Freedom Blueprint360,4127,4.2
Freedom Blueprint360,2747,3.6
Freedom Blueprint360,3853,4.1
Freedom Blueprint360,783,3.9
Freedom Blueprint360,4879,4.0
Freedom Blueprint360,2833,4.4
Freedom Blueprint360,2422,3.8
Freedom Blueprint360,408,4.0
Freedom Blueprint360,4568,4.0
Freedom Blueprint360,1448,4.1
Freedom Blueprint360,499,4.4
Freedom Blueprint360,862,4.2
Freedom Blueprint360,217,4.5
Freedom Blueprint360,2918,4.5
Freedom Blueprint360,2945,3.9
Freedom Blueprint360,3910,4.2
Freedom Blueprint360,4174,4.1
Freedom Blueprint360,3337,4.1
Freedom Blueprint360,4319,3.5
Freedom Blueprint360,1163,3.8
Freedom Blueprint360,2456,4.3
Freedom Blueprint360,3651,3.6
Freedom Blueprint360,1213,3.5
Freedom Blueprint360,2538,3.9
Freedom Blueprint360,1702,4.0
Freedom Blueprint360,1302,4.3
Freedom Blueprint360,1852,3.6
Freedom Blueprint360,1173,4.3
Freedom Blueprint360,340,4.2
Freedom Blueprint360,3655,3.8
Freedom Blueprint360,4187,3.6
Freedom Blueprint360,4988,3.6
Freedom Blueprint360,876,3.6
Freedom Blueprint360,1678,4.3
Freedom Blueprint360,700,3.7
Freedom Blueprint360,1442,3.5
Freedom Blueprint360,3675,3.8
Freedom Blueprint360,4147,4.5
Freedom Blueprint360,329,4.5
Freedom Blueprint360,3628,4.5
Freedom Blueprint360,3979,4.4
Freedom Blueprint360,2138,4.3
Freedom Blueprint360,1122,3.9
Freedom Blueprint360,4133,3.9
Freedom Blueprint360,4298,4.3
Freedom Blueprint360,857,3.7
Freedom Blueprint360,1245,4.1
Freedom Blueprint360,1053,3.6
Freedom Blueprint360,3587,4.1
Freedom Blueprint360,1164,4.4
Freedom Blueprint360,1938,4.0
Freedom Blueprint360,1451,4.0
Freedom Blueprint360,725,4.0
Freedom Blueprint360,1614,3.9
Freedom Blueprint360,2542,3.6
Freedom Blueprint360,1837,3.9
Freedom Blueprint360,1325,4.5
Freedom Blueprint360,657,4.1
Freedom Blueprint360,4359,4.2
Freedom Blueprint360,3747,4.0
Freedom Blueprint360,2928,4.1
Freedom Blueprint360,1228,3.6
Freedom Blueprint360,3152,4.4
Freedom Blueprint360,2903,3.8
Freedom Blueprint360,3507,4.4
Freedom Blueprint360,4869,4.3
Freedom Blueprint360,1747,3.8
Freedom Blueprint360,4028,4.1
Freedom Blueprint360,955,3.8
Freedom Blueprint360,4328,4.5
Freedom Blueprint360,2700,4.1
Freedom Blueprint360,3398,4.5
Freedom Blueprint360,128,4.0
Freedom Blueprint360,604,4.2
Freedom Blueprint360,3689,4.4
Freedom Blueprint360,1830,3.7
Freedom Blueprint360,3567,3.5
Freedom Blueprint360,1314,4.4
Freedom Blueprint360,4876,4.1
Freedom Blueprint360,3299,4.4
Freedom Blueprint360,751,4.3
Freedom Blueprint360,377,4.3
Freedom Blueprint360,611,3.8
Freedom Blueprint360,4168,3.8
Freedom Blueprint360,2973,3.9
Freedom Blueprint360,343,3.7
Freedom Blueprint360,4263,3.9
Freedom Blueprint360,3142,3.8
Freedom Blueprint360,1826,3.9
Freedom Blueprint360,2485,4.3
Freedom Blueprint360,3911,3.7
Freedom Blueprint360,3848,3.9
Freedom Blueprint360,1407,3.7
Freedom Blueprint360,884,4.3
Freedom Blueprint360,1426,4.3
